,c_TotalGFA_mean,distanceCenter,angleCenter,BuildingAge,NumberofFloors,NumberofBuildings_mean,ENERGYSTARScore_mean,c_PropertyType_<K-12 School>,c_PropertyType_<Retail Store>,c_PropertyType_<Small- and Mid-Sized Office>,c_PropertyType_<Entertainment/Public Assembly>,c_PropertyType_<Large Office>,c_PropertyType_<Warehouse>,c_PropertyType_<Medical Office>,c_PropertyType_<Other>,c_PropertyType_<Mixed Use Property>,c_PropertyType_<Worship Facility>,c_PropertyType_<Restaurant>,c_PropertyType_<Hospital>,c_PropertyType_<Hotel>,c_PropertyType_<University>,c_PropertyType_<Self-Storage Facility>,c_PropertyType_<Office>,c_PropertyType_<Senior Care Community>,c_PropertyType_<Distribution Center>,c_PropertyType_<Parking>,c_PropertyType_<Data Center>,c_PropertyType_<Laboratory>,c_PropertyType_<Supermarket/Grocery Store>,c_PropertyType_<Refrigerated Warehouse>,c_PropertyType_<Manufacturing/Industrial Plant>,c_MainEnergy_<NaturalGas(kBtu)>,c_MainEnergy_<Electricity(kBtu)>,c_MainEnergy_<SteamUse(kBtu)>,GHGEmissions_mean,SiteEnergyUse_comp_mean
3413,52000.0,3.1365974435182067,137.96145546599726,54,2.0,1.0,61.15826006407119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.596230344418617,14.757118292822396
3414,108000.0,3.1365974435182067,137.96145546599726,88,1.0,1.0,70.209980427844,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.8373699804801074,13.71068378872737
3415,296000.0,3.1914811754002264,138.8437459039007,88,2.0,1.0,53.87833814276196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0972199847738455,16.798107818694465
3416,55632.0,2.9406534302131573,134.5419376698162,30,2.0,0.5,60.07633653474342,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.3882809897289285,15.262012159691533
3417,920598.0,2.6764753759826934,127.37120983108504,6,6.0,1.0,93.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.483199090368322,17.41759786560127
3418,72406.0,3.6155453357360403,151.59219138183983,46,4.0,1.0,70.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.856404581665134,15.036322927580182
3419,96910.0,3.6231368337815297,146.78446829148012,14,6.0,1.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.979557338525394,15.44641236408592
3420,50017.0,6.012014549215741,76.8939446392794,54,4.0,1.5,52.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.266671888712491,15.522033165727406
3423,194104.0,3.7027118191788975,39.94304104443733,108,6.0,1.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.466392084034434,15.616378254400813
3424,99433.0,3.941459829054613,-36.29250758811371,13,3.0,1.0,67.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.4826237470243506,15.356345915585102
3426,133253.0,4.960408495498496,-66.5674967695275,59,1.0,1.0,63.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.416033733315433,15.632557990981285
3427,59955.0,8.193095851652364,-43.03169817318605,27,3.0,1.0,93.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.8786365016777435,14.27128435923258
3428,93218.0,4.793531858789506,132.52849060071765,52,2.0,1.0,85.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.5115735372505075,14.907442247708142
3429,49000.0,7.967923404813298,78.34178874672975,75,4.0,1.0,28.548937766817303,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7981821890043865,15.671898934869914
3430,119146.0,7.957608613702008,80.24139829508673,87,2.0,1.0,65.10301146416978,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.915665056505029,15.287481801865695
3431,51390.0,14.161288457901403,97.20821685223405,15,4.0,1.0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.890950451150276,15.134100859579284
3432,131909.0,13.546186868252253,101.04069248631237,53,2.0,1.0,88.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.838026416156094,15.180821167034685
3433,245587.0,13.437136835074416,93.33029378333737,57,1.0,1.0,93.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.017156660031437,16.22291222870874
3434,70609.0,13.465017862144265,95.91544031899237,14,3.0,1.0,76.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.485372622532496,15.00046948884591
3436,210031.0,0.7766829994188729,182.1414376256133,112,5.0,1.0,97.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.985727658390071,15.720741113074174
3437,189750.0,0.8336567825340162,156.58766893209744,18,6.0,1.0,73.35540129721701,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.949795840061158,16.48312900089412
3439,58500.5,8.130976792918116,116.32712024611541,25,2.0,1.0,92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.388303968396583,14.262310489073688
3440,71974.0,0.48991910530815513,-63.44076447245223,10,4.0,1.0,36.46539885106529,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.292525626756227,16.107947431526497
3441,58000.0,1.0977081890689693,-44.922024271989265,106,4.0,1.0,84.70242636031304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.798294240099803,14.530210059703103
3442,146394.0,3.002795556747253,128.68764184342916,20,4.0,1.0,75.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.385480815307502,15.876038357172735
3443,289588.0,5.1669353992283655,-38.8860754738099,26,4.0,1.0,91.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.172669105943489,15.98843805975281
3444,64820.0,1.4178762461926828,50.853177068438754,101,3.0,1.0,81.24346866886042,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.209754413732928,14.882875184068748
3445,483000.0,6.95447796202346,248.17681571984878,46,2.0,14.0,35.90893740843738,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.748771270752387,17.449584728923924
3446,97244.0,10.906113568191747,48.28942280220805,14,2.0,1.0,33.006003820304684,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.407508037786215,16.605429275858754
3447,68359.0,1.4164196432683238,-48.98205870003798,66,1.0,1.0,45.398346886076595,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.336118803774787,15.765187247548683
3448,254523.0,3.1440297395641426,1.86257155151663,8,3.0,1.0,61.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.893989525724146,16.42473933538731
3449,78804.0,12.780177408210998,-51.73444557355969,15,3.0,1.0,92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.009784723210642,14.721116409269662
3450,66994.0,4.403993711644281,10.443166167850642,14,3.0,1.0,81.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7016722759126885,14.656635188833006
3451,98357.0,9.581808399819815,-61.75495019155734,16,3.0,1.0,89.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.484075422610033,15.027779900639532
3452,50765.0,9.002680279109175,-55.584089586852585,58,1.0,1.0,57.789651856940054,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.101154654150649,15.270651413191803
3454,52611.0,6.2306430640894295,124.08200292178911,36,2.0,1.0,73.6011232081751,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.65195834748685,15.264405704649215
3456,237953.5,12.06133571323747,71.0136541408229,5,2.0,1.0,96.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.360705138982852,15.920081689916557
3457,215922.0,1.5941776666726029,-1.762698295003112,45,6.0,2.0,54.1416663330468,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.017315025698092,16.417237798926035
3458,62526.0,9.734130722291848,110.13878189404872,14,3.0,1.0,96.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.9430370589573154,14.464733802537513
3459,250000.0,1.3200863923516106,113.11177207177126,12,11.0,1.0,15.68276228011797,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.588328740613544,17.96785090925573
3460,54015.0,7.796977886097975,-80.03002940020507,9,3.0,1.0,20.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.940124435539021,15.008198173410353
3461,530039.0,11.410820035441546,87.58730261895683,65,1.0,1.0,98.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.612732999671269,17.161636006394676
3462,47012.0,11.333136674108124,85.03556750966851,52,3.0,1.0,66.82306327012017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.4817632910037,15.822276092124094
3463,122000.0,11.253649672373898,87.75756285383278,51,4.0,1.0,75.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.185403293169068,15.990344264723914
3464,879000.0,8.333047216557581,49.81118624425116,63,10.0,3.5,11.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.999138978391466,19.346979280275576
3465,52665.0,11.631405716397456,92.56428473616457,20,3.0,1.0,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.407877113263991,14.960188986554003
3466,242795.0,9.402755230813915,122.20756254663283,17,2.0,1.0,81.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.799090878625398,16.00638406544038
3467,85521.0,1.6290597956333541,29.746336538725526,106,5.0,1.0,79.7685374715119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.822754537669964,14.045949830662774
3468,667300.0,10.495916131872923,92.54415755382034,46,2.0,11.0,48.089903364431,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.995369413185194,17.412960754244633
3469,173185.0,8.423829014486858,-50.83984900313718,64,2.0,1.0,75.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.569679490132721,15.68664397283284
3470,139069.0,7.232090060067142,240.20310783365412,53,1.0,1.0,76.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.255174973651195,15.473471170230981
3471,114297.0,6.080762026386994,-78.25671269325244,112,4.0,1.0,64.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.113983777474449,14.46753804344555
3472,184125.0,11.475415384694879,-51.70123634833057,56,2.0,1.0,87.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.741543790073131,15.945983737927687
3474,234144.0,5.135070562876353,265.70320690403025,79,1.0,1.0,84.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.7329852264642955,15.769610153205713
3475,65425.0,10.031186362027537,246.168676872092,50,1.0,1.0,74.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.534124425037787,14.856854367911989
3476,67782.0,10.031186362027537,246.168676872092,51,1.0,1.0,34.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.910484942350071,16.055758065982843
3477,367884.0,9.3084593347863,245.06691894976598,6,2.0,1.0,95.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.6061145174780425,16.32224168678684
3478,46797.0,10.718879117392428,244.8813810406353,58,1.0,1.0,86.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.217078285937272,14.505537124469107
3480,56000.0,10.94747059591801,132.48116817496648,43,3.0,1.0,65.52894567685408,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.033798062354067,14.405117786855842
3481,67371.0,9.175446058922343,-50.11841698061541,12,2.0,1.0,92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.797285327957723,14.558483794543806
3482,52088.0,8.511114832067035,231.59434179071485,47,2.0,1.0,77.20850693288196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.7901942970630125,14.064065292903132
3483,127776.0,5.855846694916061,98.968837028201,6,3.0,1.0,78.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.2271256734559195,15.315358244336297
3484,153920.0,2.7432576740025976,88.2346805384846,18,5.0,1.0,80.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.702164499773823,16.031306449285925
3485,43000.0,2.616414357988229,106.77224581862582,116,1.0,1.0,52.75964142173679,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.410104685989342,15.82288302828801
3487,141591.0,2.79311603077395,115.03577182323225,18,7.0,1.0,76.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.787541345756266,16.209194612380266
3488,67235.0,9.96931287229084,118.84945867304606,17,2.0,1.0,87.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8413859258287055,14.65892044138343
3489,102699.0,10.683006060007118,96.89874057552575,59,2.0,1.0,40.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.143124477142335,16.04656586780189
3490,59014.0,9.721647302327161,227.8422494872086,25,3.0,1.0,97.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.9742532418768666,14.141325853427762
3491,64893.0,11.578204722064957,91.28771217058791,48,4.0,1.0,71.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.334070536253854,15.628249168007333
3494,44558.0,0.7444059864360685,216.80827642077094,116,3.0,1.0,80.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.3109079103146946,14.287065483327742
3495,1585960.0,1.0877600207005993,259.57571219110895,17,6.0,1.0,82.7590171455215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.760843336166076,17.9077824653873
3496,180340.0,3.6822400018008135,-87.0400469739505,92,2.0,1.0,43.958191250402564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.581799199664851,16.088211793392016
3497,69099.0,3.6822400018008135,-87.0400469739505,51,2.0,1.0,40.48279425869654,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.3338103629603,15.207497311631826
3498,1172127.0,1.6334338712515906,255.33088357796376,17,3.0,1.0,80.83015261049937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.124268900804238,17.87833922917867
3499,164822.0,1.4423299675504826,252.5023646716577,11,9.0,1.0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.979391965873713,16.374415105395638
3501,241066.0,6.200989441149879,100.12124006093683,19,4.0,1.0,76.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.588184549905154,15.873629377589081
3502,334558.5,9.189239723134849,-77.78868884235114,36,2.0,15.0,8.539084578707431,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.58948340632635,17.78336865369254
3503,413676.0,10.88070453942849,87.3641766634606,8,6.0,1.0,96.7325508859039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.094976442530006,16.046230730512924
3506,983992.0,0.9384688506297301,114.3512514260761,17,0.0,1.0,47.32275468070237,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.376917929704543,17.9810895641382
3507,650222.0,2.2525735324609046,5.634607443782228,26,5.0,3.5,39.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.479674069734703,18.760935268695278
3508,71714.0,9.116455442461461,256.9877309000179,17,1.0,1.0,88.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5042051317363847,14.647279248244496
3509,75397.0,5.289231624611404,105.1730335692733,25,3.0,1.0,91.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.2132072818428288,13.185726833423221
3510,1737833.0,0.6831889137638316,-10.038771492357673,16,8.0,5.0,29.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.283368225297236,19.500637585161815
3511,98581.0,1.3240043044476013,-47.658337206655695,17,5.0,1.0,52.90485977013821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.276174001862347,16.153768443061114
3512,208981.0,6.854125867123042,207.30999027483352,14,2.0,1.0,82.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.256687754325715,15.87791141591786
3515,106860.0,6.501863266370923,74.88212847647239,85,16.0,1.0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.149269257113851,16.301390650469806
3516,50759.0,13.25068899723675,72.88475730771175,44,5.0,1.0,62.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8380534852279715,14.94566786274682
3517,56772.0,6.6446762847027845,71.77395864318592,64,2.0,1.0,47.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.414977734813568,14.688783970688801
3518,103000.0,6.709808989707865,72.46556792439884,64,3.0,1.0,41.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.991995989877317,15.396439833540084
3519,269297.0,8.244715527312795,76.73762215790579,10,3.0,1.0,79.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.340610278738288,16.156366345679267
3520,75174.0,8.522165860582469,60.61174472452949,15,3.0,1.0,78.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.249637446628136,14.80666105075672
3521,75214.0,5.601343394284166,135.25817067548056,13,3.0,1.0,87.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7200146830446474,14.654959121636633
3522,134918.0,7.610642637972545,207.9511048482961,11,3.0,1.0,91.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.210274029229161,15.149888404219281
3523,65012.0,3.6829517244254015,-25.1971645800199,25,2.0,1.0,65.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.798195550953556,14.672041731246887
3524,92437.0,8.070256081392294,84.06859544633579,89,3.0,1.0,74.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.345129385000503,15.385493041701555
3525,128766.0,0.7221899563086587,113.21364914570627,102,7.0,1.0,78.70834490852833,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.038919938616497,15.656717832211463
3527,203000.0,0.5948787345866945,158.8648367306861,61,15.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.083884189695508,17.957599610845648
3531,204961.0,6.120237431664591,-73.19835651968586,9,3.0,1.0,94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.366279707220464,15.905081374881817
3532,77810.0,6.6221310463390575,144.49330166240588,43,1.0,1.0,63.19720691688255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.5117382411955385,14.94219040807703
3534,122309.0,2.4662368478672083,160.67703729674562,55,4.0,1.0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.926508336064307,17.024624692185625
3535,217088.0,2.294838032433933,162.1998012321833,21,3.0,4.0,37.433200739229655,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.4761643442228145,17.022233656686282
3536,277000.0,1.960659315603679,161.3831734728508,13,8.0,1.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.671697446149492,17.11959364505196
3537,69400.0,1.3888800120340188,169.7201810456198,36,2.0,1.0,33.93278260123414,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.7152333293252235,16.540260538288898
3539,40000.0,0.6907496594410081,202.2381588821992,102,4.0,1.0,98.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.801538272252874,14.135067975251642
3540,203504.0,1.276725509856574,-62.67839925896435,8,4.0,1.0,72.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.2722270003651954,15.145963798996407
3541,87368.5,2.7562777196716297,149.69231721662945,48,3.0,0.5,27.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.247494741715776,16.121204912191914
3542,79678.0,2.6203974763068256,149.4761472547452,35,4.0,1.0,58.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.172924662344958,15.408567532440681
3543,229024.0,2.1827185734081027,145.462313425641,38,12.0,1.0,37.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.993624765262849,16.755687784539585
3544,509361.5,1.1187794588519546,135.0442935869792,27,25.0,1.0,72.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.153436092727927,17.027141018456618
3545,693450.0,1.0787589490731933,131.8287408159362,91,10.0,1.0,92.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.979948491146734,17.510592794993414
3546,795141.5,1.0291641675068246,118.94938167363868,40,33.0,1.0,89.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.695935097711292,17.527023408376294
3547,770843.0,1.1608832406240508,121.21129158353644,16,23.0,1.0,89.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.9052664756593565,17.267522751226014
3548,51447.0,1.2123913892880402,128.7861927808584,90,10.0,1.0,91.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.083110982418305,15.006630428583211
3549,173770.0,1.1641228413581757,123.9056068353848,86,17.0,1.0,91.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.580621313066679,15.849314426773184
3550,61533.0,1.240521823745401,137.76465787710563,100,5.0,1.0,62.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.251730161739148,15.125545981415703
3551,255668.0,1.2848173254089827,130.0182611101325,47,20.0,1.0,92.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.285010642520332,16.439355550192534
3552,773807.0,1.4508724979338326,124.76430601841261,7,25.0,1.0,95.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.366396487358631,17.067062379822712
3553,212250.0,1.7808199938185976,134.87604358621533,48,12.0,1.0,89.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.416678013132882,16.004582310603624
3554,904681.0,1.3436613888482352,119.7707582882822,7,36.0,1.0,97.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.604422438576593,17.478127848073694
3555,453331.0,1.1783194792855145,107.6330278537744,26,16.0,1.0,94.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.86599480426999,16.692506028670522
3556,81800.0,0.47195403905952166,214.450122485128,116,7.0,1.0,83.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.9344691942579764,15.203730914725751
3557,89355.0,0.5163701438181805,218.18771743841148,116,6.0,1.0,60.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5425522575433575,15.31077826311105
